% Data for Ks = 1.3
0.0125	2.19209278935814
0.0375	1.47539669359966
0.0625	0.970813379250219
0.0875	0.578642269494631
0.1125	0.250773593346509
0.1375	-0.0363329372931487
0.1625	-0.295215728389295
0.1875	-0.533386546827477
0.2125	-0.756048046254918
0.2375	-0.96810499736534
0.2625	-1.19179636121896
0.2875	-1.39428765971645
0.3125	-1.57011487157502
0.3375	-1.75442337289034
0.3625	-1.92151677540904
0.3875	-2.07966085163942
0.4125	-2.23267777394456
0.4375	-2.38137365529488
0.4625	-2.52604625719278
0.4875	-2.66705226269083
0.5125	-2.80469727523454
0.5375	-2.93917022097222
0.5625	-3.07059630458401
0.5875	-3.19910772237448
0.6125	-3.32487223871493
0.6375	-3.44808047567962
0.6625	-3.56891705389175
0.6875	-3.68753686006541
0.7125	-3.8040548838358
0.7375	-3.91854785630815
0.7625	-4.03106146909756
0.7875	-4.14161622430955
0.8125	-4.25016128984379
0.8375	-0.97910730047098
0.8625	-0.4631961808452
0.8875	-0.0795380043439975
0.9125	0.307427519328654
0.9375	0.742329492530045
0.9625	1.28182395103828
0.9875	2.031328477929
